#F f1f2_Chantler.dat
#UT Elastic Photon-Atom Scattering, anomalous scattering factors.
#C  This file has been created using extract_Chantler-NIST-FFAST.pl on Mon Jun 28 17:10:31 2021
#C  It is a part of X-ray Server, https://x-server.gmca.aps.anl.gov
#UD 
#UD The scattering values in this file have been obtained from:
#UD https://github.com/usnistgov/FFAST.jl/tree/master/data/mac[NN].csv
#UD and a WWW interface to these data is at:
#UD https://physics.nist.gov/PhysRefData/FFast/html/form.html
#UD 
#UD Reference
#UD   [1] C.T. Chantler, J. Phys. Chem. Ref. Data 29(4), 597-1048 (2000).
#UD   "Detailed Tabulation of Atomic Form Factors, Photoelectric Absorption
#UD   and Scattering Cross Section, and Mass Attenuation Coefficients in the
#UD   Vicinity of Absorption Edges in the Soft X-Ray (Z = 30-36, Z = 60-89,
#UD   E = 0.1 keV-10 keV), Addressing Convergence Issues of Earlier Work."
#UD   
#UD   [2] C.T. Chantler, J. Phys. Chem. Ref. Data 24, 71 (1995). 
#UD   "Theoretical Form Factor, Attenuation and Scattering Tabulation for 
#UD   Z=1-92 from E=1-10 eV to E=0.4-1.0 MeV."
#S 1  H
#UB -0.9999
#UF1ADD 0.0
#L PhotonEnergy[eV]  f1  f2
#UO  H, Z=1, (Energy (eV),f1,f2)
     22.27063   17.2647         -0.9999      
     23.80730   17.2221         -0.9999      
     25.45001   17.1724         -0.9999      
     27.20606   17.1143         -0.9999      
     29.08327   17.046          -0.9999      
     31.09002   16.9653         -0.9999      
     33.23523   16.8696         -0.9999      
     35.52846   16.7551         -0.9999      
     37.97993   16.6169         -0.9999      
     40.60054   16.4483         -0.9999      
     43.40198   16.2392         -0.9999      
     46.39671   15.9749         -0.9999      
     49.59809   15.631          -0.9999      
     53.02035   15.1635         -0.9999      
     56.67876   14.4787         -0.9999      
     60.58959   13.2889         -0.9999      
     62.72000   11.9994         -0.9999      
     63.68000   10.5181         -0.9999      
     63.93600   9.04168         -0.9999      
     64.32000   10.1989         2.7373       
     64.77028   10.7681         2.8683       
     65.28000   11.0295         3.023        
     69.23942   11.3451         4.4855       
     74.01695   11.9353         6.6806       
     79.12411   13.4352         8.5363       
     84.58368   15.4567         9.6404       
     90.41995   17.5482         9.9217       
     96.65893   19.3672         9.5457       
    103.32840   20.7487         8.7673       
    110.45810   21.6728         7.8187       
    118.07970   22.1972         6.8627       
    126.22720   22.3982         5.9916       
    134.93680   22.3204         5.2451       
    143.76600   21.8272         4.6587       
    144.24750   21.7629         4.631        
    145.96650   21.3416         4.5353       
    146.55330   20.7968         4.5038       
    147.43350   21.3224         5.5082       
    149.63400   21.7567         5.4034       
    154.20050   22.0064         5.2082       
    164.84040   22.129          4.8526       
    176.21440   22.0852         4.5958       
    188.37320   21.9645         4.4226       
    201.37090   21.7702         4.3179       
    203.93800   21.6898         4.3047       
    207.05950   21.4862         4.2913       
    207.89190   21.2694         4.2883       
    209.14050   21.4691         4.6957       
    212.26200   21.6278         4.6923       
    215.26550   21.6791         4.6913       
    230.11880   21.7426         4.7129       
    245.99700   21.7454         4.7685       
    262.97080   21.7359         4.8475       
    281.11580   21.7211         4.9411       
    300.51280   21.6987         5.0418       
    321.24820   21.6617         5.1427       
    343.41430   21.5992         5.2375       
    367.10990   21.4951         5.3204       
    392.44050   21.3273         5.3862       
    419.51890   21.0644         5.4308       
    448.46570   20.6582         5.4507       
    479.40980   20.0448         5.4436       
    512.48910   19.1067         5.4084       
    547.85080   17.6322         5.3453       
    585.65250   15.1523         5.2553       
    626.06250   10.2292         5.1399       
    658.85400   0.298003        5.0359       
    669.26090   12.4339         5.0016       
    671.69200   24.5681         4.9935       
    675.66150   13.2073         27.559       
    681.97300   9.82041         27.119       
    684.71460   15.3958         26.932       
    685.74600   17.9455         41.885       
    688.82700   5.13804         41.543       
    699.10800   5.78404         40.435       
    715.43990   13.7642         38.768       
    764.80520   24.5976         34.4         
    817.57680   29.707          30.971       
    873.98960   32.5139         28.17        
    918.26000   32.9938         26.334       
    932.31500   31.8535         25.798       
    934.29480   31.2765         25.725       
    936.06300   30.0986         25.659       
    941.68500   32.1316         29.1         
    955.74000   34.0977         28.595       
    979.02000   35.3823         27.794       
    994.00500   35.4177         27.3         
    998.76120   33.9244         27.146       
   1003.99500   35.919          28.757       
   1018.98000   37.3675         28.243       
   1067.67600   39.7178         26.672       
   1121.70800   41.1467         25.123       
   1138.87700   41.1545         24.669       
   1141.34500   41.0201         24.6         
   1143.45500   40.7001         24.542       
   1150.32300   41.4707         25.494       
   1167.49200   42.4232         25.011       
   1220.09800   43.9835         23.587       
   1304.28500   45.5566         21.576       
   1394.28100   46.6886         19.756       
   1490.48600   47.5513         18.107       
   1593.32900   48.2356         16.595       
   1703.26900   48.765          15.167       
   1820.79500   49.1379         13.829       
   1946.43000   49.3845         12.613       
   2080.73300   49.5404         11.509       
   2224.30400   49.6205         10.509       
   2377.78100   49.663          9.5998       
   2541.84800   49.6398         8.7741       
   2717.23500   49.583          8.0226       
   2904.72400   49.4927         7.2962       
   3105.15000   49.346          6.5778       
   3319.40600   49.0369         5.8878       
   3548.44500   48.6191         5.2812       
   3793.28800   48.0668         4.742        
   4055.02400   47.2888         4.243        
   4334.82100   46.0511         3.7928       
   4633.92400   43.2904         3.3957       
   4686.55600   42.2221         3.3332       
   4758.28900   38.9074         3.2512       
   4777.41800   35.0859         3.2299       
   4806.11100   38.8484         10.612       
   4877.84400   42.0237         10.271       
   4953.66400   43.039          9.9278       
   5001.62600   43.2058         9.7191       
   5078.18200   42.3055         9.433        
   5098.59600   40.5721         9.3624       
   5129.21900   42.6732         12.947       
   5205.77400   44.7523         12.575       
   5295.46700   45.7697         12.166       
   5343.74400   46.0586         11.958       
   5425.53600   45.9458         11.638       
   5447.34700   45.1763         11.557       
   5480.06400   46.3112         13.252       
   5561.85600   47.6166         12.949       
   5660.85500   48.4989         12.605       
   6051.45300   50.5102         11.42        
   6469.00400   51.7598         10.336       
   6915.36500   52.6129         9.3148       
   7392.52500   53.2022         8.3751       
   7902.60900   53.6109         7.5253       
   8447.89000   53.8997         6.7644       
   9030.79400   54.1224         6.0747       
   9653.91900   54.3248         5.4221       
  10320.04000   54.4259         4.8271       
  11032.12000   54.4732         4.2915       
  11793.34000   54.4466         3.8087       
  12607.08000   54.3916         3.3831       
  13476.97000   54.3183         3.007        
  14406.88000   54.2329         2.6749       
  15400.95000   54.1397         2.3817       
  16463.62000   54.0413         2.1226       
  17599.61000   53.9394         1.8933       
  18813.98000   53.8345         1.689        
  20112.15000   53.7261         1.5075       
  21499.88000   53.6131         1.3446       
  22983.38000   53.4914         1.1978       
  24569.23000   53.3563         1.065        
  26264.50000   53.1993         0.94548      
  28076.76000   53.0051         0.83239      
  30014.05000   52.7236         0.73122      
  32085.02000   52.2415         0.64288      
  33870.17000   51.1766         0.57946      
  34298.89000   50.322          0.56569      
  34388.59000   49.9447         0.56288      
  34526.84000   48.4666         0.55858      
  34734.21000   49.9634         3.4633       
  35252.63000   51.3169         3.38         
  36665.51000   52.4379         3.1686       
  39195.43000   53.2174         2.8388       
  41899.92000   53.6296         2.5432       
  44791.01000   53.8905         2.2781       
  47881.59000   54.065          2.0335       
  51185.42000   54.1809         1.8141       
  54717.21000   54.2583         1.6179       
  58492.70000   54.3087         1.4425       
  62528.70000   54.3398         1.2859       
  66843.18000   54.3573         1.1462       
  71455.36000   54.3963         1.02         
  76385.78000   54.3945         0.90616      
  81656.40000   54.3894         0.80382      
  87290.69000   54.3768         0.71056      
  93313.74000   54.36           0.62818      
  99752.39000   54.3409         0.5554       
 106635.30000   54.3206         0.49109      
 113993.10000   54.3            0.43427      
 121858.70000   54.2794         0.38405      
 130266.90000   54.2592         0.33966      
 139255.30000   54.2397         0.30042      
 148864.00000   54.221          0.26574      
 159135.60000   54.2032         0.2352       
 170115.90000   54.1866         0.2082       
 181853.90000   54.1709         0.1843       
 194401.80000   54.1564         0.16316      
 207815.60000   54.1428         0.14446      
 222154.80000   54.1302         0.1279       
 237483.50000   54.1186         0.11325      
 253869.90000   54.1079         0.10029      
 271386.90000   54.0981         0.088808     
 290112.60000   54.089          0.078648     
 310130.40000   54.0807         0.069654     
 331529.40000   54.0732         0.061692     
 354404.90000   54.0662         0.054642     
 378858.80000   54.0599         0.0484       
 405000.10000   54.0542         0.042873     
 432945.10000   54.0489         0.037979     
#S 55  Cs
#UB -0.9999
#UF1ADD 0.0
#L PhotonEnergy[eV]  f1  f2
#UO  Cs, Z=55, (Energy (eV),f1,f2)
     10.69000   12.1026         -0.9999      
     11.17200   17.4936         -0.9999      
     11.34300   24.4803         -0.9999      
     11.38860   32.8699         -0.9999      
     11.42761   27.9838         16.606       
     11.45700   24.0414         16.512       
     11.62800   16.3832         15.981       
     12.21612   9.79847         14.334       
